1.000E-03	1.416E+02	
1.500E-03	1.734E+02	
2.000E-03	2.002E+02	
2.500E-03	2.238E+02	
3.000E-03	2.452E+02	
4.000E-03	2.813E+02	
5.000E-03	3.133E+02	
6.000E-03	3.422E+02	
7.000E-03	3.688E+02	
8.000E-03	3.931E+02	
9.000E-03	4.156E+02	
1.000E-02	4.368E+02	
1.250E-02	4.790E+02	
1.500E-02	5.152E+02	
1.750E-02	5.470E+02	
2.000E-02	5.753E+02	
2.250E-02	6.007E+02	
2.500E-02	6.234E+02	
2.750E-02	6.438E+02	
3.000E-02	6.621E+02	
3.500E-02	6.942E+02	
4.000E-02	7.210E+02	
4.500E-02	7.432E+02	
5.000E-02	7.609E+02	
5.500E-02	7.748E+02	
6.000E-02	7.852E+02	
6.500E-02	7.926E+02	
7.000E-02	7.976E+02	
7.500E-02	8.003E+02	
8.000E-02	8.011E+02	
8.500E-02	8.003E+02	
9.000E-02	7.979E+02	
9.500E-02	7.944E+02	
1.000E-01	7.899E+02	
1.250E-01	7.564E+02	
1.500E-01	7.145E+02	
1.750E-01	6.714E+02	
2.000E-01	6.305E+02	
2.250E-01	5.932E+02	
2.500E-01	5.597E+02	
2.750E-01	5.300E+02	
3.000E-01	5.035E+02	
3.500E-01	4.590E+02	
4.000E-01	4.230E+02	
4.500E-01	3.933E+02	
5.000E-01	3.683E+02	
5.500E-01	3.469E+02	
6.000E-01	3.281E+02	
6.500E-01	3.116E+02	
7.000E-01	2.969E+02	
7.500E-01	2.837E+02	
8.000E-01	2.718E+02	
8.500E-01	2.610E+02	
9.000E-01	2.511E+02	
9.500E-01	2.420E+02	
1.000E+00	2.337E+02	
1.250E+00	2.003E+02	
1.500E+00	1.763E+02	
1.750E+00	1.580E+02	
2.000E+00	1.435E+02	
2.250E+00	1.317E+02	
2.500E+00	1.219E+02	
2.750E+00	1.136E+02	
3.000E+00	1.065E+02	
3.500E+00	9.484E+01	
4.000E+00	8.571E+01	
4.500E+00	7.834E+01	
5.000E+00	7.224E+01	
5.500E+00	6.711E+01	
6.000E+00	6.272E+01	
6.500E+00	5.892E+01	
7.000E+00	5.560E+01	
7.500E+00	5.266E+01	
8.000E+00	5.005E+01	
8.500E+00	4.771E+01	
9.000E+00	4.560E+01	
9.500E+00	4.368E+01	
1.000E+01	4.194E+01	
1.250E+01	3.509E+01	
1.500E+01	3.032E+01	
1.750E+01	2.678E+01	
2.000E+01	2.405E+01	
2.500E+01	2.009E+01	
2.750E+01	1.861E+01	
3.000E+01	1.735E+01	
3.500E+01	1.533E+01	
4.000E+01	1.378E+01	
4.500E+01	1.254E+01	
5.000E+01	1.154E+01	
5.500E+01	1.071E+01	
6.000E+01	1.000E+01	
6.500E+01	9.398E+00	
7.000E+01	8.874E+00	
7.500E+01	8.416E+00	
8.000E+01	8.012E+00	
8.500E+01	7.652E+00	
9.000E+01	7.329E+00	
9.500E+01	7.039E+00	
1.000E+02	6.776E+00	
1.250E+02	5.760E+00	
1.500E+02	5.068E+00	
1.750E+02	4.566E+00	
2.000E+02	4.185E+00	
2.250E+02	3.886E+00	
2.500E+02	3.645E+00	
2.750E+02	3.448E+00	
3.000E+02	3.283E+00	
3.500E+02	3.024E+00	
4.000E+02	2.830E+00	
4.500E+02	2.680E+00	
5.000E+02	2.561E+00	
5.500E+02	2.466E+00	
6.000E+02	2.385E+00	
6.500E+02	2.318E+00	
7.000E+02	2.261E+00	
7.500E+02	2.212E+00	
8.000E+02	2.171E+00	
8.500E+02	2.135E+00	
9.000E+02	2.103E+00	
9.500E+02	2.076E+00	
1.000E+03	2.051E+00	
1.500E+03	1.916E+00	
2.000E+03	1.869E+00	
2.500E+03	1.854E+00	
3.000E+03	1.852E+00	
4.000E+03	1.865E+00	
5.000E+03	1.885E+00	
6.000E+03	1.907E+00	
7.000E+03	1.927E+00	
8.000E+03	1.947E+00	
9.000E+03	1.965E+00	
1.000E+04	1.982E+00	
